total_expense;age;sex;pdv;client;campaing;purchase_date
592;3;0;4;66923;2;2021-11-29
677;9;1;2;48374;7;2018-06-11
360;49;1;0;19072;1;2020-07-22
364;18;1;2;58725;7;2022-09-02
75;19;1;0;56878;4;2019-04-18
832;15;1;5;99257;3;2019-07-25
906;48;0;3;18190;4;2021-02-03
686;48;1;2;36755;9;2022-01-20
872;43;0;3;88023;8;2021-07-30
239;44;1;2;98358;7;2021-06-25
780;38;0;3;86547;7;2020-09-29
313;47;1;5;60944;9;2019-11-23
225;42;0;2;774;3;2019-08-27
962;42;0;5;75715;4;2018-06-14
357;11;1;0;72542;9;2018-08-13
514;13;1;3;67886;7;2019-08-20
171;36;1;4;52144;2;2022-08-18
424;35;0;1;54976;9;2020-09-30
912;8;1;1;61707;7;2019-11-15
285;42;0;5;74384;7;2018-03-07
587;3;1;5;3278;2;2019-08-12
591;2;1;4;4345;2;2020-04-27
85;6;0;5;74285;2;2020-10-25
430;20;1;1;92069;10;2021-07-04
568;19;0;2;35710;6;2020-03-24
269;2;1;4;43623;3;2020-02-20
934;36;1;2;62754;5;2021-02-12
492;13;1;1;35162;1;2019-06-13
925;40;1;1;19599;2;2019-06-19
797;23;1;2;22534;3;2022-03-23
776;18;1;4;53693;9;2021-10-27
772;41;0;5;1812;3;2021-08-01
727;12;0;4;44182;9;2019-06-18
914;37;1;0;17328;5;2021-01-07
204;44;0;0;37960;10;2023-01-31
322;31;0;3;40038;9;2020-08-05
919;28;1;5;39877;5;2018-12-04
160;21;0;0;39518;6;2022-04-22
156;10;1;4;40558;3;2021-08-07
343;46;0;2;9554;6;2022-11-01
862;32;1;2;79709;9;2019-05-07
141;37;1;2;55457;5;2021-12-22
724;30;1;0;64758;6;2022-09-13
705;36;0;2;46438;5;2020-04-29
925;29;1;5;31999;2;2018-02-26
208;28;1;5;13720;6;2021-07-09
843;8;1;5;56047;9;2018-04-20
697;10;1;0;56225;5;2018-10-03
77;42;0;2;42599;7;2019-02-13
405;4;0;4;32780;8;2021-01-19
309;3;1;5;68866;10;2022-04-18
644;10;0;0;373;6;2018-05-24
446;48;1;5;12046;3;2019-01-03
578;16;0;5;90735;3;2020-04-05
888;10;0;3;648;10;2019-05-08
349;30;1;5;53675;6;2021-06-09
755;12;0;1;17844;2;2022-11-15
993;48;0;3;3990;9;2022-07-06
483;34;0;1;79267;10;2022-12-24
848;42;1;3;3410;1;2022-01-10
394;26;1;0;91633;1;2020-05-02
120;3;0;2;4442;3;2018-11-25
246;25;1;3;18450;9;2020-04-01
665;18;1;5;7729;1;2020-11-22
368;44;0;5;51358;5;2019-06-14
348;45;1;0;48546;2;2019-02-22
951;18;1;3;487;4;2021-10-08
801;46;1;1;73990;10;2018-02-19
693;20;1;0;70341;2;2019-06-08
267;40;0;1;73225;3;2019-11-24
240;5;1;0;36431;5;2020-05-23
385;1;0;0;83660;8;2022-10-12
785;32;1;3;7246;3;2018-12-15
149;24;0;3;54537;8;2018-05-30
311;38;1;3;18270;6;2021-06-28
600;22;0;2;93562;2;2021-12-09
357;18;1;2;35115;7;2020-11-27
689;12;1;3;63133;10;2018-03-22
985;17;1;3;78640;8;2022-10-02
411;21;1;3;70338;1;2020-02-20
380;10;1;3;66672;10;2020-08-30
131;36;0;1;19677;8;2020-05-02
739;27;0;0;49634;3;2018-04-15
380;39;0;1;89254;1;2020-06-01
173;22;1;1;63314;4;2019-02-25
166;20;0;1;77335;5;2020-10-24
85;39;0;2;36262;5;2020-03-11
828;48;0;0;92334;1;2020-01-29
240;18;0;1;7871;2;2022-03-23
533;40;0;2;70309;7;2022-01-02
154;23;0;0;29526;9;2021-12-18
52;45;0;4;76456;10;2021-09-20
684;15;0;1;64443;2;2022-05-21
489;23;1;5;35774;9;2021-12-30
462;4;1;1;28139;3;2020-10-22
213;15;1;2;9845;6;2019-04-05
162;8;1;1;72500;10;2020-01-26
100;14;0;4;19660;9;2019-09-14
455;38;0;1;37981;1;2022-05-27
998;36;0;1;36867;9;2022-04-21
558;41;1;1;60082;4;2020-09-17
805;29;1;4;13950;9;2022-10-01
969;43;0;5;35104;7;2019-11-03
703;46;0;0;11744;10;2018-12-29
674;12;1;4;47991;9;2019-10-28
966;18;1;5;54617;8;2022-08-04
635;9;1;5;81662;2;2020-05-02
402;46;1;3;37416;8;2018-05-25
591;47;1;4;49318;7;2018-10-25
52;27;1;1;46266;4;2021-10-01
952;21;1;4;84076;2;2022-04-18
708;45;0;5;2274;4;2019-02-17
774;20;1;5;21377;9;2022-02-20
414;19;0;5;87408;4;2022-02-01
795;23;0;2;90653;2;2022-11-24
811;8;1;1;88715;1;2018-11-04
284;50;0;4;48229;7;2021-10-07
180;42;1;4;74685;4;2020-06-06
204;12;0;4;29516;8;2021-11-09
987;40;0;2;17755;3;2019-11-18
1000;42;0;3;15158;6;2018-09-09
56;3;0;1;78453;4;2021-01-04
632;47;1;5;70342;8;2020-08-22
363;29;1;2;8739;8;2022-11-16
869;38;1;2;75798;2;2022-03-02
574;37;0;0;4437;9;2020-09-25
68;20;1;0;86406;7;2018-08-09
484;7;1;1;75786;7;2018-10-23
562;14;0;2;4313;2;2021-07-05
753;29;1;2;56850;3;2022-03-07
451;18;0;4;70939;9;2019-01-11
690;32;1;3;38024;3;2020-04-17
435;12;1;1;67663;5;2019-02-27
597;4;0;5;63452;1;2022-02-21
967;27;0;1;38732;9;2021-05-07
469;38;0;0;26531;10;2022-07-04
170;35;1;3;41342;1;2019-04-06
977;42;1;1;23170;10;2021-08-16
561;46;1;1;48906;2;2021-05-13
509;6;0;1;90243;5;2018-10-13
549;18;1;4;85059;7;2022-04-23
435;33;0;3;58595;7;2021-01-29
342;12;0;0;96070;2;2020-10-17
113;44;1;3;85714;2;2019-07-18
492;38;1;1;20502;6;2022-08-15
912;48;0;2;22079;10;2020-06-15
576;24;0;5;89794;8;2021-09-17
793;18;0;5;28178;7;2020-05-01
615;43;0;2;97357;4;2021-07-17
597;30;1;4;76155;6;2019-06-09
583;49;1;1;44323;1;2019-04-08
859;30;1;1;93876;6;2018-04-20
472;14;0;2;17263;9;2020-12-27
479;10;0;2;14117;6;2020-08-04
368;19;1;1;18658;8;2018-03-28
854;33;1;0;29067;1;2020-03-26
908;21;0;5;64034;10;2020-06-26
688;1;1;5;91371;4;2019-10-23
711;4;1;3;17906;6;2022-12-14
294;25;1;3;48507;3;2022-09-01
621;24;1;1;68759;6;2020-01-21
621;8;0;3;29856;8;2018-12-05
510;28;0;0;27084;8;2021-05-04
658;32;0;5;2673;6;2020-02-29
528;16;1;1;30231;10;2018-11-19
450;16;0;1;8457;10;2019-07-08
829;25;0;3;816;4;2019-05-13
559;23;1;2;79847;3;2020-03-22
585;4;0;4;99627;1;2021-05-06
596;47;0;2;29234;8;2020-05-23
304;31;1;1;24567;5;2019-03-14
166;21;1;2;87439;8;2019-02-26
926;11;1;0;19546;9;2020-12-12
488;26;1;5;20936;3;2019-05-17
509;13;1;0;12856;3;2022-09-25
306;7;1;2;33002;2;2022-07-28
406;9;0;5;3293;10;2019-12-31
856;24;0;4;15994;1;2018-10-07
444;7;0;3;44265;3;2021-07-04
191;11;0;0;73155;1;2022-01-02
585;19;1;1;68962;4;2019-04-24
563;1;0;3;61924;8;2018-04-03
355;1;1;5;38347;8;2020-04-14
248;45;1;2;11937;10;2018-03-30
831;46;1;5;10062;4;2020-03-05
243;41;1;0;64607;3;2020-12-11
60;7;0;3;84003;6;2022-03-02
986;5;0;2;21395;5;2018-07-31
780;36;0;5;78200;2;2018-05-07
234;9;1;2;2664;2;2018-04-02
455;7;1;2;93183;7;2021-11-11
655;13;1;5;97268;8;2020-05-16
195;42;1;4;32471;1;2021-07-15
428;46;0;1;36645;10;2020-03-25
435;36;1;2;38193;7;2020-01-29
667;50;1;0;97715;1;2023-01-24
747;3;1;1;60708;2;2018-08-03
782;15;1;4;92731;5;2021-12-15
83;1;0;2;9605;8;2018-11-16
279;31;0;2;30856;2;2021-11-04
309;42;1;5;88119;3;2022-05-01
835;22;1;3;3642;4;2019-03-17
494;9;0;2;97765;9;2020-08-31
475;20;1;1;10577;6;2022-07-25
365;9;1;0;21721;3;2018-07-15
628;50;1;4;90290;6;2022-12-06
625;28;1;0;2912;4;2021-04-24
279;32;0;4;29250;1;2020-09-05
734;33;1;0;46883;4;2021-03-02
403;15;0;5;68340;9;2022-11-29
420;21;0;3;1638;9;2022-06-28
198;44;1;2;63570;6;2018-02-21
756;30;0;4;41574;4;2018-09-21
807;39;1;2;699;1;2018-11-25
492;7;0;4;34591;8;2019-10-26
287;26;0;0;62885;4;2018-07-30
829;24;1;3;28819;4;2022-10-19
752;42;1;1;37862;2;2019-01-18
443;11;0;5;65335;5;2022-01-27
380;40;0;2;76530;4;2021-02-21
577;19;1;3;45966;7;2021-08-28
870;41;0;0;16467;7;2020-02-06
689;20;0;4;32821;1;2021-03-14
474;15;0;0;39745;1;2019-08-13
974;48;0;0;42599;1;2022-03-07
908;43;0;4;74502;5;2019-07-28
431;11;0;2;60900;1;2021-09-03
267;33;1;5;2798;2;2021-03-04
820;0;0;4;97227;9;2022-10-24
884;25;0;2;1307;10;2021-10-10
402;41;0;4;7144;10;2018-06-05
648;17;1;1;97292;9;2019-07-24
316;37;0;0;21936;2;2021-04-03
768;40;0;4;65498;2;2018-04-22
68;20;0;1;70258;1;2018-03-19
736;21;0;2;54803;6;2022-05-04
617;36;0;3;67416;7;2022-01-31
831;26;0;5;45991;8;2022-07-29
303;41;0;0;86427;5;2020-12-07
950;19;1;1;68666;2;2020-01-09
849;18;1;1;7973;4;2019-08-17
737;46;0;4;41787;10;2021-01-17
238;3;1;3;16010;7;2022-11-07
197;13;0;2;6664;2;2022-05-10
282;11;1;5;57007;1;2022-11-25
713;48;0;4;2412;9;2019-02-18
947;41;0;4;18003;4;2020-05-05
450;47;1;5;82723;10;2022-03-10
403;37;0;5;97769;2;2020-12-27
115;14;0;3;48516;10;2022-08-06
522;31;0;0;48183;1;2020-10-02
358;42;1;4;33656;3;2020-06-06
522;28;1;0;362;2;2020-06-02
720;31;1;5;97884;1;2020-06-27
719;48;0;1;47964;2;2019-04-22
433;49;1;5;36088;1;2018-09-17
390;41;0;3;87342;9;2020-08-15
807;40;1;5;18061;1;2021-03-05
678;26;1;1;11310;10;2022-09-02
375;36;1;2;78391;9;2022-11-19
407;37;1;5;75860;2;2021-02-24
315;25;0;3;17371;5;2019-02-09
527;3;0;4;95468;6;2021-08-10
195;3;0;1;20353;10;2022-03-03
833;42;0;0;66523;8;2022-08-26
945;1;1;1;28434;7;2020-07-15
225;28;0;4;5589;7;2022-01-11
308;2;1;2;80553;7;2019-08-01
937;29;1;4;77253;8;2021-06-23
380;38;0;1;88213;4;2022-04-02
816;4;1;5;14592;9;2022-06-10
467;48;0;4;32509;9;2019-10-31
439;32;0;1;84244;6;2019-10-23
239;30;0;0;75368;1;2020-05-23
331;42;0;4;66378;2;2022-02-02
178;7;1;0;59657;1;2018-12-16
110;10;1;2;10471;2;2021-04-29
144;6;0;4;84206;4;2019-01-06
498;9;1;5;21703;3;2022-12-01
863;36;0;5;93106;10;2022-08-09
440;30;1;5;40952;1;2020-02-05
478;38;0;3;653;2;2019-04-15
265;43;1;0;33217;7;2018-02-06
569;40;0;4;55140;1;2021-12-15
931;33;0;4;71033;6;2018-08-20
423;20;1;0;17995;8;2018-09-12
833;45;1;5;3082;7;2018-03-12
509;20;0;2;38609;10;2019-04-23
843;37;1;3;64918;7;2018-05-02
606;48;0;4;84234;5;2021-10-06
120;46;0;0;42503;8;2021-12-24
996;17;0;1;30408;3;2018-04-28
589;11;1;0;56188;7;2021-07-21
603;3;0;0;30554;4;2018-03-14
327;50;0;3;50253;9;2019-01-24
909;12;0;2;96220;5;2021-07-23
731;4;1;3;41829;1;2020-03-03
608;18;1;5;12430;6;2018-10-18
136;45;0;3;94930;3;2022-01-13
462;9;0;1;39456;2;2019-02-14
946;42;1;0;51845;5;2022-05-01
549;7;0;4;5101;1;2020-05-30
590;30;1;0;56513;10;2018-10-01
336;29;1;2;48749;9;2020-01-01
996;15;0;2;41660;6;2018-11-15
155;49;0;3;47089;1;2022-10-27
552;25;1;2;86692;5;2021-07-27
263;16;0;4;41401;10;2022-04-19
320;15;0;2;32826;6;2022-10-31
940;13;1;3;22420;8;2021-05-31
80;4;1;2;92152;6;2020-05-07
615;6;0;1;77246;5;2018-08-30
540;18;1;2;95619;4;2020-09-02
850;8;0;5;4480;3;2020-10-20
723;39;0;5;10894;1;2020-08-17
187;46;1;3;85927;8;2019-04-29
997;44;0;2;57730;3;2019-10-28
754;32;0;1;64641;1;2019-03-09
178;14;0;5;82532;6;2018-10-15
95;28;1;1;49249;4;2021-01-28
442;9;0;5;81007;10;2021-11-30
555;11;0;4;50081;1;2020-04-10
909;28;0;1;28130;9;2022-11-09
723;0;0;4;62677;5;2020-06-20
844;13;0;4;19254;5;2020-09-14
733;49;1;1;25495;4;2021-10-11
961;26;0;0;53975;4;2020-06-28
126;37;1;0;51188;9;2019-09-22
189;27;0;3;67895;1;2018-05-09
208;48;1;1;30777;5;2019-11-09
966;24;1;5;31168;5;2018-09-23
692;50;0;2;48367;8;2022-06-18
669;40;0;3;51249;3;2019-05-02
326;22;1;1;65091;6;2020-09-28
751;38;1;0;15187;7;2018-02-01
435;47;1;3;46682;7;2021-03-01
700;1;1;1;81111;1;2022-09-09
522;50;1;5;64115;7;2022-07-15
606;24;1;4;94907;8;2022-10-03
611;26;1;4;9953;1;2022-07-01
879;21;1;5;31212;2;2019-08-01
373;18;0;2;95791;8;2022-12-16
515;29;0;2;76045;4;2020-11-12
338;28;0;2;2834;10;2022-06-11
62;31;0;3;9644;3;2021-04-16
75;50;0;0;46055;5;2018-03-10
973;21;1;4;20686;10;2020-07-27
454;39;1;1;3636;9;2019-01-20
514;2;0;5;33999;2;2021-01-23
768;47;0;2;96127;10;2019-03-10
621;40;0;1;66651;8;2019-06-26
196;16;1;3;28001;9;2022-06-07
763;2;0;5;45034;5;2019-04-07
667;41;1;5;41123;4;2020-09-27
282;29;0;2;11870;7;2019-07-24
161;26;1;1;71475;8;2019-12-20
584;44;0;5;7699;5;2018-07-19
926;19;0;2;36729;1;2018-05-12
596;47;0;3;29285;2;2022-05-24
560;22;1;1;12406;6;2018-05-21
928;13;1;1;96728;8;2020-01-31
365;16;0;0;56028;5;2022-04-16
855;42;1;4;89873;4;2023-01-16
704;25;1;1;55607;3;2021-12-30
184;13;0;3;33203;5;2018-11-04
988;21;1;2;49938;5;2022-01-10
392;7;0;5;60810;3;2019-10-04
593;30;0;1;29217;5;2019-07-24
698;32;1;4;6846;8;2019-11-16
477;19;1;0;58605;7;2018-11-22
861;5;1;4;39352;6;2018-05-05
981;21;1;4;11882;2;2022-07-11
458;15;1;0;37087;8;2019-10-03
119;26;1;0;78016;5;2020-03-03
992;46;1;0;4813;2;2021-11-07
947;29;1;5;80851;2;2022-06-10
868;9;1;2;73437;8;2019-05-10
373;19;0;1;39853;6;2020-12-21
956;22;1;1;3443;7;2022-09-06
394;17;0;2;37391;7;2019-11-09
317;19;0;2;63431;6;2021-08-12
564;18;1;4;65219;2;2023-01-26
402;1;0;1;45796;1;2021-11-20
641;49;1;3;547;6;2021-10-28
570;45;0;5;52881;3;2022-10-20
725;40;1;3;99858;6;2023-01-14
938;7;0;3;19537;5;2021-12-03
376;27;0;4;3602;8;2019-10-06
50;1;1;0;95423;6;2020-01-25
172;47;0;5;86783;9;2020-01-03
395;35;1;4;63748;7;2019-11-09
61;2;1;2;45582;2;2019-09-24
158;40;0;1;59556;10;2022-08-30
719;33;0;5;80543;5;2021-03-31
694;11;1;3;60842;7;2018-08-25
772;8;1;4;61397;6;2018-03-29
516;50;0;2;41440;2;2022-09-20
499;25;1;0;49114;4;2021-02-08
237;0;1;3;20557;10;2022-03-02
825;13;1;4;44443;6;2018-06-19
71;7;1;3;14781;5;2023-01-31
206;21;0;0;55944;4;2020-03-25
275;5;1;5;24119;5;2018-07-25
872;30;0;2;42273;4;2021-12-16
461;30;1;3;10300;3;2021-08-02
538;35;1;1;78867;3;2020-09-22
871;18;0;5;77659;1;2021-02-06
579;38;1;0;78302;9;2018-07-07
488;22;1;1;16983;1;2018-03-29
196;28;0;3;81449;5;2019-10-23
815;34;1;5;66678;10;2020-03-21
758;31;1;2;38798;8;2019-02-27
670;42;0;1;52989;3;2018-12-12
881;8;1;2;70371;3;2022-11-13
566;46;0;3;99598;7;2019-12-06
724;43;1;0;36543;7;2018-11-29
797;37;0;5;600;7;2021-05-11
53;19;0;4;84572;9;2020-12-09
477;35;1;2;18385;4;2021-01-23
673;19;1;2;18887;9;2020-05-13
359;43;0;3;38366;5;2021-08-28
164;8;0;3;30518;10;2018-06-07
486;31;0;1;14487;10;2020-10-02
714;39;1;2;86152;10;2022-09-21
852;28;0;3;20587;3;2021-03-10
845;18;1;4;97417;7;2021-08-19
575;34;1;3;42793;2;2018-11-09
859;19;0;3;9075;2;2022-02-13
268;34;0;5;81659;5;2022-08-02
271;33;1;0;51269;1;2019-08-04
926;0;1;4;29100;4;2022-07-09
155;5;0;1;85751;9;2018-08-17
951;41;1;2;77268;2;2020-12-24
230;26;1;2;36642;6;2020-08-18
534;25;1;2;491;5;2023-01-17
509;37;0;4;67730;4;2022-02-27
593;37;0;3;99811;1;2019-03-14
341;44;1;3;77521;9;2022-08-04
911;16;1;5;29858;7;2019-10-01
198;16;1;5;29267;2;2019-05-01
66;18;0;4;49186;5;2020-11-09
220;34;0;5;120;2;2021-09-12
205;7;0;5;58688;10;2021-03-05
619;21;0;3;88481;7;2023-01-08
553;14;1;0;83449;3;2019-08-25
488;22;0;2;25731;10;2022-10-16
487;5;1;5;41573;5;2021-07-09
595;39;1;3;53473;5;2018-02-10
283;10;0;2;39567;10;2019-08-30
580;6;0;1;55434;2;2018-10-28
612;19;1;2;93380;8;2018-02-26
144;48;1;5;22753;8;2021-06-24
796;1;0;3;24407;8;2022-12-10
468;26;0;1;60940;9;2020-04-02
462;26;0;3;39700;8;2019-08-19
235;22;0;0;17033;1;2020-04-15
842;49;0;2;67493;4;2021-08-02
194;31;1;5;31557;3;2018-02-05
769;31;1;5;64837;9;2023-01-09
103;26;0;2;94381;6;2021-03-03
112;18;1;2;90480;4;2019-09-28
474;20;1;2;93183;9;2020-05-01
173;10;0;0;75214;4;2019-07-28
187;35;0;0;68351;1;2019-08-01
551;21;1;0;39823;9;2019-12-26
757;16;0;0;19672;3;2020-10-19
480;28;0;5;65323;1;2018-07-29
616;29;1;2;10488;10;2022-11-08
223;50;0;0;2755;6;2021-10-31
98;35;0;1;31900;6;2020-12-04
712;22;0;5;96124;3;2020-02-29
176;28;0;2;31455;4;2021-06-19
327;38;1;0;67871;9;2019-11-03
444;6;0;0;21507;10;2018-09-01
269;17;0;4;23007;4;2019-05-18
604;4;1;1;44753;10;2022-01-04
301;15;0;5;13375;6;2022-10-23
314;11;1;3;29338;3;2022-02-16
282;49;1;3;76163;2;2019-06-22
887;50;0;3;63308;10;2020-01-16
552;15;1;4;95876;5;2022-12-22
836;19;0;1;1266;3;2020-12-11
649;12;1;4;69526;9;2022-01-24
75;35;0;3;99251;2;2020-10-29
125;0;1;4;60926;8;2020-08-09
876;25;1;0;79687;6;2021-07-29
655;46;1;2;22647;1;2022-07-07
878;33;1;5;54868;2;2020-08-14
722;32;0;4;48283;2;2018-03-12
689;5;0;3;11750;4;2019-10-18
671;20;1;0;66614;8;2019-08-17
56;45;0;5;2614;3;2021-06-04
896;31;1;3;68013;1;2022-10-18
483;23;0;3;77569;5;2018-05-13
147;8;1;1;45280;8;2020-07-23
409;39;1;2;56458;8;2018-03-19
94;35;0;2;13791;2;2021-12-24
855;36;1;0;94921;3;2022-09-04
512;38;1;4;28235;3;2019-03-12
237;37;0;1;57200;5;2019-06-10
667;13;1;4;10473;4;2019-08-14
737;21;0;3;13591;6;2020-06-26
416;41;0;3;48792;1;2021-08-22
827;0;1;2;54761;2;2023-01-31
297;11;0;5;73228;6;2022-05-31
260;44;1;2;67100;6;2018-04-24
839;49;0;4;47321;6;2020-08-16
658;13;1;4;42678;2;2020-03-29
695;28;1;0;5903;1;2019-08-13
949;39;0;2;98574;8;2020-03-10
362;29;0;5;49686;10;2018-07-04
191;45;0;1;96380;10;2018-03-24
947;31;0;4;49704;6;2022-06-29
129;45;1;5;70694;3;2021-08-24
201;3;1;0;11816;8;2019-10-11
196;33;1;2;24138;3;2022-07-19
248;3;0;5;77386;1;2018-05-03
322;14;1;3;33600;4;2018-06-14
689;40;1;2;11639;6;2018-06-07
306;36;1;3;72502;2;2020-10-10
235;5;1;5;36926;4;2022-07-01
455;26;1;1;13119;10;2022-04-07
376;32;1;5;79931;2;2021-06-10
361;7;1;3;74855;8;2022-05-26
177;28;1;1;1404;1;2021-06-11
526;21;0;5;37095;6;2020-04-20
910;25;1;4;29335;1;2022-09-06
924;41;0;1;36925;5;2018-12-02
117;33;1;4;54538;5;2019-04-24
575;46;1;1;40630;10;2021-06-29
147;39;1;5;54900;3;2022-10-15
394;34;1;3;55127;5;2021-10-24
129;41;0;5;97914;8;2020-03-14
69;39;0;2;89657;9;2022-03-21
158;28;0;4;31134;8;2020-08-24
394;25;0;4;53925;6;2020-08-19
451;7;1;3;80805;2;2021-08-28
482;21;1;3;29224;5;2021-04-18
50;21;1;1;40624;7;2021-01-02
607;39;0;5;67002;2;2022-12-24
999;14;0;2;22305;8;2021-03-06
839;23;1;4;70578;2;2020-11-27
60;30;0;1;31358;1;2022-07-26
209;16;0;3;67415;6;2018-06-06
269;42;0;0;21603;5;2020-07-05
81;25;1;2;86312;10;2021-01-08
74;28;1;1;72665;5;2019-09-21
256;33;1;2;65949;10;2020-11-03
58;27;1;2;52699;5;2022-09-01
294;48;0;1;91282;8;2022-06-05
470;8;1;2;33708;9;2021-08-04
719;43;1;5;88333;10;2022-07-13
239;1;0;2;53002;8;2022-06-25
541;30;1;5;77659;2;2019-11-14
331;48;0;3;34796;4;2019-10-03
344;15;1;2;8928;2;2019-12-27
501;0;0;4;48731;1;2022-01-19
927;36;1;3;61046;3;2018-03-01
87;27;0;3;99915;3;2019-12-01
494;0;0;5;7377;3;2018-12-27
895;28;1;2;94695;7;2021-02-11
116;4;0;2;33961;10;2019-09-26
607;44;0;3;5269;4;2020-03-09
482;35;1;1;94916;4;2022-08-31
493;20;1;1;21906;4;2021-10-21
549;45;1;0;97952;3;2018-12-27
86;38;1;2;49595;4;2020-02-16
347;40;0;0;88719;8;2022-07-12
404;21;1;3;66745;9;2022-12-24
777;8;1;1;88498;4;2019-10-04
174;48;1;2;35655;4;2019-01-09
903;43;0;5;53403;2;2021-12-21
925;4;0;2;11896;5;2018-03-27
925;45;1;3;32484;6;2020-11-22
110;50;1;4;59907;7;2022-07-04
220;14;1;0;85757;1;2018-12-07
993;30;0;4;47168;1;2021-01-27
166;29;0;5;5259;8;2018-08-22
830;50;0;3;17618;3;2018-08-31
470;40;0;2;91389;5;2021-08-10
726;37;0;1;41218;3;2018-11-12
676;30;0;3;97846;6;2020-09-20
516;27;1;3;66768;6;2019-04-19
163;28;0;0;99489;7;2021-06-15
654;0;0;1;58317;9;2021-01-28
363;30;1;1;49645;2;2018-11-14
769;10;0;2;32146;5;2022-05-22
170;12;1;4;35878;7;2022-03-04
329;14;1;3;46654;2;2018-07-22
194;16;1;2;77847;4;2020-11-26
395;28;1;3;74760;5;2019-07-12
286;31;1;3;5673;1;2021-09-08
485;6;1;0;42798;8;2021-07-22
136;12;0;3;57743;3;2021-09-17
444;43;0;1;26125;2;2019-08-11
424;0;1;4;54862;1;2021-07-05
323;2;0;4;31706;10;2020-10-25
488;44;1;5;18290;7;2022-11-27
282;34;1;1;95176;9;2022-12-03
371;7;1;3;30716;1;2019-10-15
949;1;0;5;50844;9;2020-04-22
684;31;1;3;34011;5;2019-06-29
101;38;0;0;45161;8;2019-10-29
490;7;0;0;32675;6;2022-08-02
506;23;1;4;52207;10;2021-12-10
729;43;0;2;33772;4;2021-05-29
364;14;1;5;90111;1;2018-06-30
780;36;1;0;69920;9;2021-11-28
732;16;1;3;83149;4;2019-10-23
548;15;1;3;68058;1;2019-03-29
981;32;1;0;64437;10;2022-03-10
747;47;1;0;63277;7;2020-08-07
911;2;1;1;15493;8;2019-06-05
219;31;1;3;5977;10;2019-03-31
580;5;0;4;1185;5;2022-04-14
785;41;1;2;33244;5;2019-05-29
926;48;1;1;81759;9;2021-03-13
358;10;0;2;31535;9;2019-01-16
987;34;0;3;15238;10;2019-08-24
856;17;0;5;98520;10;2020-01-20
266;40;0;0;98494;3;2020-08-17
913;43;0;2;84930;3;2022-12-21
279;18;0;1;12756;7;2020-03-02
131;41;1;0;24988;9;2021-07-12
469;46;1;4;73151;2;2022-04-28
902;2;0;1;7567;1;2023-01-02
299;14;0;1;80633;5;2019-03-13
652;1;0;3;68598;8;2018-12-05
970;36;1;4;86974;1;2019-09-02
778;22;1;3;93565;7;2022-03-03
982;19;0;0;89357;1;2018-09-16
108;0;0;4;84778;3;2019-05-29
231;27;1;4;8217;3;2022-04-29
569;26;1;3;65252;10;2020-06-21
835;43;1;1;73702;9;2019-01-11
751;17;1;1;29252;6;2021-10-29
567;28;0;3;15866;10;2020-06-18
392;0;0;0;42324;5;2020-09-30
690;40;1;0;50377;5;2019-07-21
537;7;0;3;41516;7;2019-05-04
210;9;0;4;48756;2;2021-08-04
528;30;1;2;11442;1;2020-06-20
520;42;1;5;71795;2;2022-01-07
347;14;0;5;91532;7;2018-10-26
801;20;1;3;87143;9;2022-03-18
456;12;0;2;94642;2;2019-09-15
83;42;1;2;81021;10;2020-04-27
144;5;1;1;12116;8;2020-09-18
558;24;0;0;15713;1;2020-10-05
269;12;1;3;24901;10;2020-11-14
879;15;0;1;4222;5;2021-08-22
308;22;0;5;56400;7;2018-08-02
56;19;0;1;36713;6;2020-05-07
438;14;0;0;17737;3;2021-03-03
971;6;0;1;21721;6;2018-04-03
201;26;0;1;62730;9;2021-07-06
484;48;0;5;60496;1;2021-12-05
453;49;0;5;89542;5;2019-12-31
750;10;0;4;63245;5;2018-09-30
455;21;0;4;38570;1;2020-03-12
965;4;1;1;78061;4;2021-12-17
578;21;0;3;37623;2;2019-07-29
940;8;0;1;57124;9;2021-08-30
544;37;1;3;36664;1;2021-08-03
703;18;0;3;33326;8;2022-12-28
764;36;1;2;10006;6;2022-10-15
733;43;1;3;80926;4;2019-02-18
217;13;1;0;66572;4;2018-11-19
537;33;0;5;71161;2;2021-11-25
77;23;1;1;62716;3;2021-09-21
876;16;1;1;96720;3;2019-03-12
550;15;1;3;68397;9;2019-11-04
350;23;1;2;26767;9;2018-02-15
893;43;0;3;84953;10;2018-10-16
298;5;1;1;77630;2;2022-07-14
590;22;0;5;6224;4;2022-01-14
777;39;1;0;99463;9;2018-09-12
592;36;1;4;10015;8;2021-06-09
264;30;0;3;9088;10;2023-01-14
735;23;1;2;89102;6;2022-03-02
225;16;0;3;76067;1;2018-05-04
247;30;0;5;9188;3;2021-11-21
602;11;1;0;56038;9;2020-11-16
303;16;0;5;68700;3;2020-05-02
709;2;0;0;26210;3;2020-01-04
687;36;0;1;71125;3;2018-06-12
476;45;0;3;66492;8;2022-05-18
910;36;0;3;99598;8;2022-11-27
562;19;0;1;58245;1;2019-01-13
238;41;0;0;59931;1;2022-06-22
974;34;0;2;32481;4;2018-04-15
52;33;0;5;51445;8;2022-02-04
55;3;0;0;30832;8;2022-03-26
277;39;1;2;2699;2;2019-12-11
520;20;1;4;7316;7;2022-06-02
464;9;1;1;73906;1;2021-06-08
88;37;1;2;91774;1;2022-11-14
710;39;1;5;54378;6;2022-04-07
900;23;1;2;5971;5;2018-06-17
